Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,NPA_Flag,Default,Default_Date,Disbursal_Date,Loan_Status,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Negative_Balance_Days,UPI_Txn_Count_3M,ECS_Mandate_Count,Paid_On_Time_Pct,Late_Payment_Count_12M,Max_DPD_3M,Max_DPD_6M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,No_of_Closed_Accounts,No_of_Inquiries_12M,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Newest_Trade_Open_Months
734,LOAN00734,34.0,1157411.0,24,Single,Graduate,8,531002.0,Auto Loan,1853303.0,48,8.69,45847.0,Good,1.0,0.46,39,57,12,724740.0,225195.0,0.31,2,1,0,0,0,233.0,0,637182.0,1,141,0,0,0,0,,2022-05-28,Active,710116.0,Irregular,108494.0,56718.0,90078.0,0.1439,2,32,5,0.853,1.0,0,0,Current,Current,0,21,2,2,53,462315.0,56
943,LOAN00943,33.0,659054.0,11,Single,Graduate,11,501649.0,Auto Loan,1974752.0,12,20.37,168500.60999999996,Good,0.0,0.5,26,75,13,2581149.0,1634837.0,0.63,2,1,0,0,0,245.0,5,399750.0,0,35,0,0,0,0,,2022-03-02,Active,416343.0,Monthly,74658.0,49433.0,3457.0,0.733,4,65,8,0.8825,1.0,0,0,Current,Current,2,41,3,6,47,2021112.0,59
102,LOAN00102,37.0,1792591.0,13,Married,Graduate,5,634455.0,Auto Loan,1145383.0,72,20.13,27521.0,Average,1.0,0.1,43,65,14,1238100.0,931102.0,0.75,0,1,0,0,0,183.0,3,183766.0,1,107,0,0,0,0,,2020-02-26,Active,203190.0,Monthly,247622.85,127704.0,44572.0,0.4466,4,3,4,0.9511,1.0,0,0,Current,Current,0,52,0,4,37,891536.0,32
628,LOAN00628,27.0,221079.0,15,Married,High School,19,179401.0,Home Loan,266164.0,36,14.92,9216.0,Poor,3.0,0.74,88,14,0,2974206.08,1700603.0,0.57,9,4,1,1,3,77.0,8,34242.0,3,87,90,3,1,1,2022-05-27,2020-11-05,Default,31077.0,Monthly,175827.0,145782.0,39974.0,0.5361,22,35,1,0.125189,10.769999999999982,60,90,90+ DPD,90+ DPD,2,23,4,10,3,1842431.0,31
337,LOAN00337,45.0,544135.0,29,Married,Graduate,0,166176.0,Home Loan,1697095.0,72,9.12,30692.0,Poor,5.0,0.73,84,20,8,514263.0,322893.0,0.63,7,2,3,2,2,223.0,11,51925.0,4,127,120,5,1,1,2023-12-29,2020-11-21,Default,48099.0,Monthly,90985.0,75708.0,95058.0,0.7254,17,24,1,0.2396,7.0,120,120,90+ DPD,90+ DPD,4,24,1,10,14,392376.0,23
414,LOAN00414,63.0,570405.0,27,Single,Postgraduate,24,438367.0,Business Loan,787170.0,36,8.89,24991.0,Average,1.0,0.54,60,57,7,985921.0,155928.0,0.16,2,0,0,0,0,174.0,5,195067.0,0,115,0,0,0,0,,2020-10-15,Active,175609.0,Irregular,236889.0,193622.0,98371.76999999999,0.7205,1,43,4,0.9185,0.0,0,0,Current,Current,0,40,5,5,35,917466.0,33
775,LOAN00775,30.0,458764.0,9,Married,Graduate,20,42944.0,Education Loan,1820539.0,12,10.17,160198.0,Poor,5.0,0.86,91,21,1,400784.0,132489.0,0.33,8,1,1,1,3,55.0,4,11195.0,3,29,90,7,1,1,2022-08-03,2021-11-29,Default,11525.0,Monthly,157669.0,85761.0,21222.0,0.6573,20,67,5,0.182,9.0,60,60,90+ DPD,90+ DPD,2,52,1,10,9,480242.0,59
817,LOAN00817,40.0,522625.0,0,Married,High School,16,716245.0,Auto Loan,1145071.0,72,16.01,24845.0,Good,0.0,0.45,68,81,14,82374.0,65133.0,0.79,1,0,0,0,0,65.0,4,227015.0,0,156,0,0,0,0,,2021-03-02,Active,198930.0,Irregular,73872.0,61255.0,74133.0,0.4407,0,63,1,0.9388,1.0,0,0,Current,Current,4,15,3,5,37,90032.0,17
539,LOAN00539,53.0,1391835.0,13,Married,Graduate,10,258546.0,Home Loan,334661.0,48,9.27,8371.0,Good,0.0,0.14,12,72,6,1861194.0,658338.0,0.35,2,1,0,0,0,120.0,2,197256.0,1,117,0,0,0,0,,2022-05-08,Active,220890.0,Monthly,246239.0,146252.0,60668.0,0.7543,4,67,7,0.984,1.0,0,0,Current,Current,4,10,3,5,17,952261.0,17
697,LOAN00697,61.0,716880.0,6,Single,Graduate,8,610266.0,Business Loan,126310.0,36,14.83,4368.0,Good,0.0,0.45,26,93,2,2702197.0,1657166.0,0.61,2,0,0,0,0,65.0,0,265577.0,1,41,0,0,0,0,,2021-04-15,Active,311901.0,Monthly,111643.0,103062.0,62643.0,0.7815,2,53,6,0.8414,0.0,0,0,Current,Current,2,33,4,3,48,1781712.0,55
429,LOAN00429,62.0,208500.0,9,Divorced,Postgraduate,22,56242.0,Personal Loan,1387987.0,12,9.08,121433.0,Poor,4.0,0.66,55,9,6,936144.0,277469.0,0.3,8,1,2,1,3,244.0,11,68241.0,4,112,120,6,1,1,2023-06-19,2022-01-20,Default,65889.0,Irregular,127651.0,75862.0,66215.0,0.3963,28,1,2,0.3932,4.0,120,120,90+ DPD,61-90 DPD,2,56,4,8,6,783746.0,45
109,LOAN00109,57.0,679408.0,22,Divorced,Graduate,15,114772.0,Education Loan,403739.0,12,12.97,36055.0,Poor,6.0,0.97,12,17,1,2011089.0,388504.0,0.19,9,2,3,1,2,107.0,11,71879.0,6,32,90,6,1,1,2022-02-26,2020-06-27,Default,62705.0,Monthly,224148.0,202167.0,6359.0,0.2191,9,47,4,0.3888,7.0,90,90,90+ DPD,90+ DPD,3,48,3,9,18,2358521.0,12
433,LOAN00433,56.0,578440.0,28,Married,Postgraduate,1,772342.0,Home Loan,1321487.0,12,10.19,116296.0,Average,0.0,0.51,36,80,4,1604803.0,1437605.0,0.9,3,1,0,0,0,178.0,5,540401.0,1,173,0,0,0,0,,2021-09-25,Active,497620.0,Monthly,204662.0,181781.0,60966.0,0.4014,1,57,4,0.8049,1.0,0,0,Current,Current,2,9,7,5,58,979597.0,33
32,LOAN00032,52.0,318439.0,9,Single,High School,7,311389.0,Home Loan,1869439.0,12,16.61,168500.60999999996,Good,0.0,0.21,75,75,6,2437194.0,658134.0,0.27,3,1,0,0,0,211.0,5,231845.0,1,40,0,0,0,0,,2021-12-04,Active,198607.0,Irregular,83981.0,76256.0,46998.0,0.7512,2,58,8,0.8151,0.0,0,0,Current,Current,3,8,6,7,23,2069279.0,47
791,LOAN00791,29.0,1359025.0,8,Married,Postgraduate,24,693701.0,Personal Loan,826995.0,12,20.62,76853.0,Average,0.0,0.15,31,91,10,1204766.0,379509.0,0.32,3,1,0,0,0,16.0,1,511264.0,0,85,0,0,0,0,,2021-04-04,Active,612544.0,Monthly,135164.0,83030.0,55131.0,0.6162,4,73,0,0.8579,0.0,0,0,Current,Current,0,28,8,6,29,1203339.0,10
441,LOAN00441,42.0,2212596.0,29,Married,Graduate,12,292457.0,Home Loan,844628.0,36,12.72,28345.0,Good,0.0,0.51,74,88,8,2617374.0,1204707.0,0.46,3,1,0,0,0,65.0,0,180060.0,1,46,0,0,0,0,,2021-03-08,Active,158497.0,Monthly,65397.0,33664.0,61307.0,0.5406,4,46,3,0.909,0.0,0,0,Current,Current,4,30,6,4,19,1998617.0,55
501,LOAN00501,38.0,1904889.0,23,Divorced,High School,2,288707.0,Personal Loan,400393.0,60,16.04,9745.0,Average,0.0,0.47,92,56,11,1143099.0,791424.0,0.69,1,0,0,0,0,210.0,5,371203.0,0,28,0,0,0,0,,2021-07-22,Active,395626.0,Irregular,219915.0,145210.0,97348.0,0.2451,1,71,5,0.8191,0.0,0,0,Current,Current,2,24,1,2,13,1039910.0,27
145,LOAN00145,25.0,372181.0,28,Married,High School,7,471420.0,Education Loan,619345.0,12,8.45,54004.0,Good,1.0,0.44,46,67,2,2455433.0,2092509.0,0.85,2,0,0,0,0,166.0,2,164002.0,1,146,0,0,0,0,,2020-02-29,Active,195544.0,Monthly,233324.0,161417.0,59979.0,0.6514,0,9,4,0.9525,1.0,0,0,Current,Current,3,23,3,3,29,2460761.0,30
265,LOAN00265,26.0,2428704.0,25,Single,High School,9,609151.0,Auto Loan,1786651.0,48,9.99,45305.0,Average,1.0,0.1,46,69,6,2025254.0,908306.0,0.45,2,0,0,0,0,43.0,3,655242.0,1,104,0,0,0,0,,2020-08-03,Active,730609.0599999999,Monthly,232189.0,187350.0,66474.0,0.1161,1,2,9,0.9533,0.0,0,0,Current,Current,2,51,3,2,19,2262655.0,10
919,LOAN00919,30.0,1471313.0,2,Married,High School,19,758126.0,Business Loan,119623.13,60,11.83,3122.48,Good,1.0,0.11,57,90,1,105873.0,68925.0,0.65,2,1,0,0,0,207.0,3,167230.0,1,44,0,0,0,0,,2020-05-14,Active,173757.0,Monthly,226807.0,133234.0,73789.0,0.1968,1,42,1,0.861,0.0,0,0,Current,Current,0,18,4,5,41,87573.0,59
551,LOAN00551,35.0,878005.0,29,Single,Graduate,3,696208.0,Auto Loan,1191305.0,72,16.68,26289.0,Average,0.0,0.37,43,67,8,622852.0,273095.0,0.44,1,0,0,0,0,285.0,3,208459.0,1,80,0,0,0,0,,2021-06-18,Active,230765.0,Monthly,48426.0,38143.0,13048.0,0.4028,3,38,5,0.899,1.0,0,0,Current,Current,4,6,3,3,49,379954.0,37
777,LOAN00777,43.0,1761558.0,2,Single,High School,5,642916.0,Business Loan,1170592.0,36,17.93,42278.0,Good,0.0,0.19,61,74,9,2606843.0,2266447.3499999996,0.88,3,0,0,0,0,132.0,1,339236.0,1,89,0,0,0,0,,2022-02-03,Active,364937.0,Monthly,35754.0,27247.0,94392.0,0.4691,4,64,6,0.8229,0.0,0,0,Current,Current,4,43,9,3,41,1589206.0,7
183,LOAN00183,36.0,2270110.0,21,Married,Graduate,15,240424.0,Personal Loan,145015.0,36,13.17,4898.0,Good,0.0,0.12,13,94,11,578498.0,321071.0,0.56,3,1,0,0,0,148.0,1,40230.0,1,196,0,0,0,0,,2020-05-05,Active,47990.0,Bi-Monthly,86003.0,57084.0,54806.0,0.2691,4,53,5,0.8968,1.0,0,0,Current,Current,1,32,6,5,20,401234.0,8
103,LOAN00103,21.23,1943643.0,12,Single,Graduate,14,175258.0,Personal Loan,133107.0,36,21.59,5055.0,Good,0.0,0.27,35,67,8,2770549.0,568849.0,0.21,2,1,0,0,0,64.0,3,388746.0,1,150,0,0,0,0,,2020-10-26,Active,344806.0,Irregular,213412.0,146267.0,28522.0,0.7152,4,5,3,0.9197,0.0,0,0,Current,Current,4,29,3,2,12,3303025.789999999,31
760,LOAN00760,52.0,361505.0,10,Married,Graduate,3,43278.0,Personal Loan,193388.0,84,9.71,3181.0,Poor,1.0,0.55,49,46,11,460978.0,222897.0,0.48,6,0,0,0,2,103.0,4,29188.0,4,99,30,0,1,0,,2021-07-25,NPA,24387.0,Monthly,94071.0,62929.0,41847.0,0.1608,29,34,8,0.6013,2.0,30,30,31-60 DPD,Current,3,53,3,10,22,250301.0,42
877,LOAN00877,41.0,2065950.0,16,Married,High School,3,69471.0,Auto Loan,203632.0,12,19.93,18856.0,Good,0.0,0.49,62,66,4,1063195.0,631832.0,0.59,0,0,0,0,0,211.0,3,416174.0,1,160,0,0,0,0,,2020-10-17,Active,413872.0,Irregular,245548.0,169353.0,90233.0,0.3279,3,16,5,0.9091,0.0,0,0,Current,Current,4,40,2,2,45,622920.0,45
780,LOAN00780,59.0,1777394.0,19,Married,Postgraduate,19,165561.0,Personal Loan,1761408.0,36,18.96,64530.0,Good,1.0,0.18,34,69,9,1669802.0,1325954.0,0.79,3,0,0,0,0,110.0,1,600565.0,1,92,0,0,0,0,,2021-04-23,Active,495430.0,Monthly,100189.0,64350.0,53038.0,0.181,2,27,6,0.8912,0.0,0,0,Current,Current,3,40,6,5,38,1503659.0,15
432,LOAN00432,61.0,366334.0,17,Married,Graduate,6,473119.0,Business Loan,1630735.0,24,12.85,77413.0,Good,1.0,0.41,97,91,7,98863.0,26009.31,0.17,0,1,0,0,0,287.0,2,308033.0,0,52,0,0,0,0,,2020-09-01,Active,367500.0,Bi-Monthly,161805.0,110340.0,44188.0,0.1576,1,25,3,0.8913,0.0,0,0,Current,Current,1,19,6,2,46,67778.0,9
812,LOAN00812,25.0,301205.0,5,Single,Postgraduate,15,162847.0,Auto Loan,162043.0,24,8.19,7342.0,Poor,5.0,0.61,21,34,1,250945.0,126972.0,0.51,2,4,1,1,3,101.0,4,62965.0,9,58,120,3,1,1,2023-08-08,2021-02-02,Default,61871.0,Irregular,51310.0,48094.0,33388.0,0.6762,10,65,6,0.125189,10.769999999999982,120,120,90+ DPD,61-90 DPD,1,43,8,5,7,181751.0,33
663,LOAN00663,39.0,2164866.0,4,Divorced,Graduate,5,407419.0,Personal Loan,219493.0,36,16.66,7788.0,Good,1.0,0.36,12,95,6,1050034.0,617424.0,0.59,1,0,0,0,0,277.0,4,326750.0,1,158,0,0,0,0,,2021-10-30,Active,308699.0,Monthly,114820.0,68640.0,989.4300000000001,0.1351,2,78,9,0.9068,1.0,0,0,Current,Current,2,8,1,4,35,852441.0,37
527,LOAN00527,46.0,1146303.0,20,Married,Postgraduate,8,44251.0,Personal Loan,742362.0,36,9.18,23669.0,Average,0.0,0.33,39,63,7,2714447.0,1881989.0,0.69,0,1,0,0,0,165.0,5,175672.0,1,73,0,0,0,0,,2022-02-08,Active,146200.0,Monthly,67982.0,60745.0,85640.0,0.6716,3,58,4,0.8338,0.0,0,0,Current,Current,0,4,5,4,26,3197300.0,16
490,LOAN00490,63.0,1634296.0,24,Single,Graduate,23,372593.0,Home Loan,372233.0,48,18.87,11104.0,Average,0.0,0.45,91,87,12,1016572.0,568991.0,0.56,0,1,0,0,0,95.0,3,272771.0,0,44,0,0,0,0,,2020-12-18,Active,221837.0,Monthly,41780.0,28680.0,7636.0,0.3275,4,6,5,0.9266,0.0,0,0,Current,Current,4,50,4,1,47,955499.0,29
589,LOAN00589,45.0,933731.0,7,Married,High School,14,296739.0,Personal Loan,744577.0,12,14.65,67081.0,Good,1.0,0.43,17,81,7,412241.0,163637.0,0.4,2,1,0,0,0,296.77,2,344738.0,0,152,0,0,0,0,,2021-12-01,Active,300654.0,Irregular,217684.0,191731.0,54124.0,0.5964,2,68,7,0.948,0.0,0,0,Current,Current,2,25,5,4,42,228941.0,44
612,LOAN00612,23.0,927079.0,8,Divorced,Postgraduate,7,520454.0,Business Loan,147366.0,84,20.87,3350.0,Average,1.0,0.17,35,84,2,496266.0,401890.0,0.81,0,0,0,0,0,171.0,5,112108.0,0,126,0,0,0,0,,2022-04-04,Active,100914.0,Bi-Monthly,105660.0,100323.0,82026.0,0.542,4,9,2,0.8997,1.0,0,0,Current,Current,4,40,4,3,14,299258.0,58
593,LOAN00593,47.0,446076.0,17,Married,Graduate,1,418313.0,Auto Loan,251556.0,48,14.79,6974.0,Average,0.0,0.07,39,67,5,1360607.0,400009.0,0.29,2,1,0,0,0,282.0,3,613193.0,0,23,0,0,0,0,,2020-06-15,Active,686379.0,Monthly,172038.0,127005.0,1787.0,0.5755,0,4,9,0.8753,0.0,0,0,Current,Current,1,14,2,4,54,1422629.0,14
218,LOAN00218,24.0,2453478.0,16,Married,Postgraduate,7,611778.0,Personal Loan,1130111.0,48,18.59,33546.0,Good,1.0,0.3,88,75,0,595814.0,268464.0,0.45,3,0,0,0,0,153.0,1,470008.0,1,104,0,0,0,0,,2022-01-15,Active,422961.0,Bi-Monthly,68914.0,38079.0,26117.0,0.2989,2,43,7,0.9272,0.0,0,0,Current,Current,0,25,4,5,20,543450.0,14
587,LOAN00587,42.0,1901337.0,13,Married,Graduate,21,544034.0,Personal Loan,1473373.0,84,16.64,29803.0,Average,0.0,0.08,48,65,11,1279864.0,852184.0,0.67,0,1,0,0,0,165.0,5,521069.0,1,30,0,0,0,0,,2021-10-01,Active,416884.0,Monthly,184353.0,137728.0,7736.0,0.7097,0,25,4,0.8526,0.0,0,0,Current,Current,2,20,1,4,27,687018.0,27
192,LOAN00192,38.0,449746.0,24,Married,Postgraduate,8,519577.0,Personal Loan,277476.0,48,16.56,7943.0,Good,1.0,0.3,22,92,9,1120199.0,864964.0,0.77,1,1,0,0,0,156.0,4,689105.0,1,81,0,0,0,0,,2021-03-03,Active,695968.0,Bi-Monthly,155090.0,112727.0,56565.0,0.2397,4,35,9,0.9408,0.0,0,0,Current,Current,1,56,2,2,40,1197668.0,20
590,LOAN00590,49.0,778421.0,22,Married,High School,21,135155.0,Home Loan,585678.0,36,17.49,21024.0,Poor,4.0,0.93,63,18,14,247540.0,161458.0,0.65,4,4,2,2,3,262.0,3,82224.0,7,190,90,2,1,1,2024-01-12,2022-01-17,Default,75104.0,Bi-Monthly,243198.0,132796.0,2311.0,0.6669,13,44,7,0.3781,7.0,60,60,90+ DPD,90+ DPD,4,56,4,6,12,213811.0,20
23,LOAN00023,62.0,2379916.0,18,Married,Graduate,4,524126.0,Home Loan,959765.0,24,10.32,44430.0,Good,0.0,0.17,15,99,1,1262019.0,1068838.0,0.85,3,1,0,0,0,88.0,3,164593.0,1,135,0,0,0,0,,2021-05-10,Active,172871.0,Monthly,180606.0,164653.0,31092.0,0.337,2,45,6,0.9179,0.0,0,0,Current,Current,2,15,7,7,33,662607.0,27
373,LOAN00373,25.0,2227787.0,13,Married,Graduate,15,105975.0,Home Loan,1956312.0,72,15.73,42145.0,Good,1.0,0.24,81,58,14,66222.34,53407.0,0.83,2,1,0,0,0,234.0,0,447930.0,0,171,0,0,0,0,,2021-09-14,Active,419501.0,Monthly,30148.0,22889.0,55582.0,0.3009,4,54,3,0.8784,0.0,0,0,Current,Current,4,16,6,4,31,51344.29,16
153,LOAN00153,45.0,1147369.0,12,Divorced,High School,1,297814.0,Home Loan,1828605.0,84,12.91,33176.0,Good,1.0,0.34,59,97,10,1027985.0,350630.0,0.34,0,0,0,0,0,247.0,1,146428.0,1,73,0,0,0,0,,2021-11-23,Active,140458.0,Monthly,156222.0,104522.0,3834.0,0.4084,4,12,3,0.9368,1.0,0,0,Current,Current,0,22,5,4,21,1069536.0,49
468,LOAN00468,56.0,1849993.0,6,Single,High School,4,105502.0,Education Loan,657152.0,72,8.69,11744.0,Good,1.0,0.48,64,94,2,2125381.0,476097.0,0.22,2,1,0,0,0,190.0,2,517216.0,1,168,0,0,0,0,,2021-10-03,Active,531616.0,Bi-Monthly,230301.0,174241.0,1021.0,0.4653,2,68,0,0.8858,1.0,0,0,Current,Current,1,5,5,5,32,2246032.0,42
516,LOAN00516,25.0,1532411.0,17,Married,Graduate,14,346819.0,Home Loan,266852.0,72,8.1423,4681.0,Good,0.0,0.37,16,73,14,789599.0,452681.0,0.57,0,0,0,0,0,188.0,2,426138.0,0,52,0,0,0,0,,2020-04-10,Active,478918.0,Bi-Monthly,25835.0,19701.0,45037.0,0.5841,2,17,2,0.9968929999999999,0.0,0,0,Current,Current,3,33,2,0,56,587340.0,36
728,LOAN00728,36.0,369139.0,4,Single,High School,14,86566.0,Personal Loan,900413.0,24,12.77,42710.0,Poor,4.0,0.97,60,18,0,200036.0,67088.0,0.34,3,3,1,2,2,191.0,7,51793.0,4,35,120,2,1,1,2022-01-11,2021-03-23,Default,56071.0,Bi-Monthly,128910.0,82321.0,9848.0,0.2175,22,10,9,0.125189,5.0,120,120,90+ DPD,90+ DPD,0,46,1,3,23,130387.0,14
341,LOAN00341,23.0,992378.0,16,Single,High School,3,653334.0,Auto Loan,953968.0,24,18.31,47769.0,Good,1.0,0.55,70,74,5,521608.0,178764.0,0.34,0,0,0,0,0,183.0,2,673769.0,0,153,0,0,0,0,,2021-11-21,Active,620028.0,Monthly,24709.09,18587.0,12332.0,0.5606,1,10,4,0.8331,0.0,0,0,Current,Current,3,25,2,2,57,390903.0,45
573,LOAN00573,58.0,1817476.0,19,Married,Graduate,19,554250.0,Business Loan,408420.0,84,21.837699999999998,9527.0,Average,0.0,0.12,76,92,12,2187044.0,1656827.0,0.76,2,0,0,0,0,50.0,2,654843.0,0,162,0,0,0,0,,2020-06-24,Active,706957.0,Monthly,246219.0,213933.0299999999,72712.0,0.525,3,40,6,0.9542,0.0,0,0,Current,Current,1,31,4,6,29,2187075.0,31
651,LOAN00651,63.0,1103103.0,3,Divorced,Postgraduate,16,515827.0,Home Loan,530226.0,48,19.19,15907.0,Average,0.0,0.1,96,73,1,280613.0,71286.0,0.25,2,0,0,0,0,135.0,1,136053.0,0,116,0,0,0,0,,2020-05-27,Active,148861.0,Irregular,28986.0,27302.0,34251.0,0.6441,3,35,2,0.8984,0.0,0,0,Current,Current,3,21,0,4,48,263493.0,29
106,LOAN00106,40.0,952674.0,15,Single,High School,16,373564.0,Personal Loan,1975030.74,72,17.4,44871.0,Good,1.0,0.11,83,56,4,752262.0,613854.0,0.82,3,1,0,0,0,13.0,3,562787.0,0,56,0,0,0,0,,2022-03-23,Active,485885.0,Irregular,201480.0,181875.0,31951.0,0.532,2,58,2,0.8387,0.0,0,0,Current,Current,2,49,5,5,47,655554.0,39
179,LOAN00179,23.0,1982464.0,24,Married,Graduate,5,620437.0,Business Loan,1608377.0,60,17.2,40145.0,Good,1.0,0.52,48,81,14,1768532.0,1235149.0,0.7,0,0,0,0,0,162.0,1,204617.0,1,132,0,0,0,0,,2021-05-27,Active,227072.0,Monthly,216987.0,184830.0,83983.0,0.6718,0,52,8,0.831,0.0,0,0,Current,Current,0,15,4,0,38,2079618.0,24
