index,Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance,MOB,Vintage_Q,Bad_A,Bad_B,Bad_Flag,Good_Flag
231.0,LOAN00305,305,Education Loan,969042.0,36,13.72,32987.0,14002.0,2020-10-15,Active,0,33.0,225398.0,12.0,Married,Graduate,3,524173.0,134845.0,2,1,1344073.0,982786.0,0.77,4,7,1,1,1,0,51.0,1558510.0,150.0,49,Good,0,0.37,89.0,77.0,474501.0,472346.0,Monthly,17956.26,13110.0,24939.0,0.4161,1,0,21.0,53,1,Good,0.8929,0,0,60,60,60,61-90 DPD,31-60 DPD,0,66,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,26,2020Q4,0,0,0,1
46.0,LOAN00060,60,Business Loan,500777.0,24,10.3,23177.0,5950.0,2021-06-23,Default,1,56.0,223459.1,5.0,Divorced,PhD,13,65776.0,136863.0,3,4,2482867.0,1125086.0,0.17,1,3,0,0,0,0,30.0,736699.0,156.0,12,Average,1,0.07,46.0,85.0,30222.0,42176.0,Irregular,18057.0,12053.61,4555.0,0.7548,7,8,63.0,43,2,Average,0.6589,1,0,0,30,30,Current,1-30 DPD,0,33,Inventory,752076.0,0.6659,No_Collateral,0.0,Tier-1,No,18,2021Q2,1,0,1,0
58.0,LOAN00076,76,Auto Loan,475809.0,24,12.37,22480.0,6921.0,2019-06-26,NPA,1,32.0,1291423.0,28.0,Married,High School,9,401083.0,327533.0,8,4,186037.0,1690321.0,0.12,4,5,0,0,0,0,2.0,1160374.0,47.0,47,Poor,0,0.28,73.0,34.0,356736.0,346104.0,Monthly,113421.0,96808.0,65103.0,0.7656,7,6,78.0,33,9,Poor,0.5901,0,0,0,0,0,Current,Current,0,47,Vehicle,843628.0,0.564,No_Collateral,4.0,Tier-2,Yes,42,2019Q2,1,0,1,0
204.0,LOAN00267,267,Personal Loan,104344.0,72,7.0,2096.3,633.48,2021-05-06,Default,1,52.0,2356969.0,20.0,Married,High School,1,531743.0,111172.0,8,3,817297.0,118706.0,0.53,2,7,1,0,0,0,31.0,1087129.0,84.0,6,Average,4,0.55,58.0,42.0,487283.0,493548.0,Bi-Monthly,210077.32,95363.0,77131.0,0.3621,2,4,165.0,36,2,Average,0.7185,4,4,15,30,30,1-30 DPD,1-30 DPD,0,26,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,20,2021Q2,1,0,1,0
295.0,LOAN00388,388,Home Loan,735831.0,12,16.15,66814.0,14148.0,2021-02-03,Active,0,47.0,928068.0,13.0,Married,High School,19,149516.0,405285.0,1,4,811319.0,535309.0,0.43,1,1,2,2,1,0,3.0,516241.0,18.0,14,Average,0,0.57,81.0,19.0,129563.0,132282.0,Monthly,78187.0,89710.0,17427.0,0.7604,2,0,29.0,1,1,Average,0.849,0,0,90,90,90,90+ DPD,61-90 DPD,1,14,Residential Property,1283537.0,0.5733,Villa,0.0,Tier-1,Yes,23,2021Q1,0,1,0,1
368.0,LOAN00480,480,Business Loan,450667.0,36,10.18,14579.0,3888.0,2020-03-02,Default,1,52.0,679468.0,12.0,Single,PhD,16,326305.0,433387.0,4,6,2004040.0,1928072.0,0.96,3,4,0,0,0,0,12.0,1712457.0,117.0,20,Average,0,0.96,10.0,47.0,426032.0,412293.0,Monthly,55406.0,22368.0,111031.0,0.4901,4,10,50.0,30,2,Average,0.8198,0,0,0,60,60,Current,31-60 DPD,0,58,Commercial Property,678820.0,0.6639,No_Collateral,0.0,Tier-2,No,34,2020Q1,1,0,1,0
264.0,LOAN00347,347,Home Loan,254748.0,48,12.75,6802.0,5072.0,2019-10-08,Active,0,51.0,2372490.0,10.0,Single,PhD,10,791152.0,341330.0,10,4,2242459.0,1086863.0,0.91,3,6,1,0,0,2,0.31000000000000005,855255.0,209.0,41,Average,3,0.0031000000000000008,51.0,80.0,797456.0,785147.0,Bi-Monthly,208771.0,185984.0,218025.0,0.4522,1,0,49.0,13,5,Average,0.7701,3,3,15,15,15,1-30 DPD,Current,0,57,Residential Property,389498.0,0.654,Independent House,0.0,Tier-2,Yes,39,2019Q4,0,0,0,1
359.0,LOAN00469,469,Home Loan,377753.0,36,14.01,12912.0,7157.0,2021-06-09,Active,0,59.0,2479223.19,20.0,Single,High School,11,511304.0,332758.0,4,5,112537.0,771235.0,0.35,0,1,0,0,0,0,27.0,180195.0,142.0,18,Good,1,0.78,84.0,5.0,572294.0,553823.0,Monthly,187474.0,167345.0,129392.0,0.527,3,3,111.0,1,5,Good,0.9238,1,0,0,0,15,Current,Current,0,62,Residential Property,636546.0,0.5934,Apartment,0.0,Tier-1,Yes,19,2021Q2,0,0,0,1
130.0,LOAN00163,163,Business Loan,598624.0,60,12.89,13586.0,10489.0,2021-06-15,Default,1,36.0,2315701.0,22.0,Divorced,Graduate,16,838651.0,38685.0,7,0,215759.0,359197.0,0.1,0,1,0,0,0,1,17.0,1935274.0,136.0,1,Poor,0,0.8,38.0,34.0,913817.0,923495.0,Monthly,189611.0,160051.0,99440.0,0.7946,6,9,78.0,15,1,Poor,0.4666,0,0,0,15,15,Current,Current,0,1,Machinery,792183.0,0.7557,No_Collateral,0.0,Tier-3,No,18,2021Q2,1,0,1,0
229.0,LOAN00301,301,Business Loan,837871.0,12,10.1,73701.0,5196.0,2020-07-17,Active,0,25.0,613322.0,20.0,Married,Graduate,5,681099.0,483692.0,2,1,1146881.0,31254.59,0.18,2,7,1,0,0,0,54.0,1560642.0,192.0,33,Good,3,0.02,71.0,79.0,700211.0,702235.0,Monthly,55052.0,31713.0,40272.0,0.2547,2,2,134.0,59,7,Good,0.8662,3,3,15,30,30,1-30 DPD,1-30 DPD,0,49,Commercial Property,1396572.0,0.5999,No_Collateral,0.0,Tier-3,Yes,29,2020Q3,0,0,0,1
83.0,LOAN00107,107,Auto Loan,905183.0,36,9.25,28890.0,10038.0,2019-10-22,Active,0,48.0,1531404.0,10.0,Single,Postgraduate,7,490523.0,436775.0,7,1,890553.0,1988423.0,0.2,1,2,0,0,0,0,54.0,472602.0,208.0,47,Average,0,0.46,80.0,75.0,486226.0,497177.0,Monthly,114892.0,51750.0,90920.0,0.2007,0,1,22.0,43,6,Average,0.6873,0,0,0,15,15,Current,Current,2,24,Vehicle,1101818.0,0.8215,No_Collateral,3.0,Tier-2,Yes,38,2019Q4,0,0,0,1
247.0,LOAN00324,324,Home Loan,1004641.0,48,12.1,26505.0,13852.0,2021-05-05,Default,1,59.0,1779365.0,19.0,Married,Graduate,4,812662.0,81318.0,9,1,2294101.0,2448654.0,0.51,2,6,0,0,0,0,16.0,948415.0,212.0,58,Poor,2,0.91,49.0,80.0,821607.0,800317.0,Monthly,140485.0,150882.0,145785.0,0.5294,6,12,62.0,41,6,Poor,0.3091,2,2,0,0,15,Current,Current,0,62,Residential Property,1566940.0,0.6411,Independent House,0.0,Tier-3,Yes,20,2021Q2,1,0,1,0
347.0,LOAN00454,454,Personal Loan,441496.0,36,13.1,14897.0,8345.0,2020-01-11,Default,1,49.0,1167594.0,22.0,Single,PhD,6,116733.0,120281.0,5,2,372272.0,282348.0,0.97,2,2,1,1,1,0,48.0,679247.0,143.0,26,Poor,0,0.37,85.0,91.0,103094.0,108623.0,Monthly,97482.0,59605.0,23292.0,0.2937,3,16,17.0,37,0,Poor,0.3531,0,0,90,90,90,90+ DPD,61-90 DPD,0,58,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,36,2020Q1,1,1,1,0
320.0,LOAN00419,419,Business Loan,919062.0,60,13.2,21005.0,11032.0,2020-07-08,Active,0,60.0,1159585.0,6.0,Single,High School,19,341261.0,273591.0,2,3,912897.0,838039.0,0.41,2,6,0,0,0,0,15.0,77908.62,93.0,57,Average,0,0.43,51.0,95.0,351104.0,377607.0,Monthly,87877.0,61978.0,99857.0,0.6728,2,4,41.0,88,6,Average,0.767,0,0,0,90,90,Current,61-90 DPD,0,59,Inventory,1442054.0,0.6373,No_Collateral,0.0,Tier-2,Yes,30,2020Q3,0,1,0,1
76.0,LOAN00098,98,Home Loan,1786086.0,12,14.67,160931.0,32747.0,2019-04-25,Active,0,56.0,345130.0,3.0,Divorced,Postgraduate,11,198112.0,78312.0,4,0,2780250.0,2256480.0,0.27,0,5,0,0,0,0,29.0,646011.0,234.0,47,Good,0,0.58,80.0,94.0,229367.0,255364.0,Monthly,26055.0,25707.0,17095.0,0.3977,0,0,92.0,40,2,Good,0.9972,0,0,0,30,30,Current,1-30 DPD,0,41,Residential Property,2342815.0,0.7624,Apartment,0.0,Tier-2,Yes,44,2019Q2,0,0,0,1
279.0,LOAN00368,368,Personal Loan,413409.0,72,8.8,7410.0,5901.0,2020-09-21,NPA,1,54.0,2362876.0,14.0,Divorced,High School,2,599502.0,15096.0,3,0,377358.0,238860.0,0.62,1,5,0,0,0,2,7.0,210263.0,65.0,16,Average,2,0.79,95.0,32.0,644914.0,644107.0,Irregular,209364.0,100999.0,10829.0,0.106406,6,9,162.0,38,1,Average,0.6657,2,2,0,15,15,Current,Current,0,27,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,27,2020Q3,1,0,1,0
252.0,LOAN00329,329,Business Loan,405315.0,60,14.62,9561.0,4687.0,2019-12-18,Closed,0,22.0,622570.0,6.0,Married,High School,14,909990.0,225917.0,3,0,2444720.0,2104053.0,0.8,3,6,0,0,0,0,24.0,994448.0,86.0,8,Average,0,0.84,6.0,34.0,927003.0,943642.0,Bi-Monthly,55887.0,41581.0,71624.0,0.1785,3,4,86.0,1,3,Average,0.5893,0,0,0,0,0,Current,Current,0,54,Inventory,667627.0,0.6071,No_Collateral,0.0,Tier-1,Yes,36,2019Q4,0,0,0,1
265.0,LOAN00348,348,Home Loan,1733321.0,48,17.13,50131.0,10038.0,2019-11-04,Active,0,25.0,1590191.0,1.0,Single,High School,7,798147.0,240877.0,8,4,1968935.0,2357619.0,0.13,1,1,0,0,0,1,30.0,835083.0,178.0,40,Good,2,0.62,63.0,37.0,845391.0,850639.0,Monthly,140491.0,64708.0,150840.0,0.6811,3,0,90.0,64,6,Good,0.962,2,1,0,0,0,Current,Current,1,31,Residential Property,2490516.0,0.696,Apartment,0.0,Tier-2,No,38,2019Q4,0,0,0,1
293.0,LOAN00386,386,Personal Loan,1752820.0,60,13.03,39908.0,21285.0,2019-12-07,Default,1,46.0,295383.0,0.0,Married,PhD,1,447904.0,91594.0,3,0,1500589.0,328014.0,0.49,3,8,1,0,0,0,44.0,282628.0,69.0,35,Poor,0,0.49,45.0,58.0,500705.0,493443.0,Monthly,22974.0,12053.61,128890.0,0.1801,3,4,52.0,30,4,Poor,0.2844,0,0,15,15,15,1-30 DPD,Current,0,18,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,37,2019Q4,1,0,1,0
121.0,LOAN00150,150,Home Loan,312508.0,60,12.19,6981.0,2711.0,2020-09-28,Active,0,51.0,1480452.0,13.0,Married,Postgraduate,19,694076.0,282929.0,2,2,1045166.0,975936.0,0.86,1,5,0,0,0,1,40.0,1457408.0,234.69,37,Average,0,0.33,68.0,79.0,740939.0,725959.0,Monthly,130724.0,84588.0,192530.0,0.3628,1,4,101.0,98,0,Average,0.644,0,0,0,15,15,Current,Current,1,46,Residential Property,411955.0,0.7586,Independent House,0.0,Tier-1,Yes,27,2020Q3,0,0,0,1
256.0,LOAN00334,334,Home Loan,671014.0,48,14.86,18627.0,6719.0,2019-05-25,Default,1,57.0,1132168.0,10.0,Married,Graduate,5,687192.0,476197.0,9,2,523065.0,1907959.0,0.15,1,1,0,0,0,2,47.0,1362081.0,216.0,32,Average,0,0.96,28.0,98.0,715712.0,733560.0,Monthly,93793.0,44120.0,33857.0,0.4605,5,11,10.0,72,2,Average,0.6335,0,0,0,60,60,Current,31-60 DPD,0,7,Residential Property,1104251.0,0.6077,Apartment,0.0,Tier-1,No,43,2019Q2,1,0,1,0
47.0,LOAN00062,62,Personal Loan,860670.0,48,10.49,22031.0,16843.0,2019-12-30,Active,0,23.0,1438001.0,6.0,Married,Postgraduate,12,74318.0,16757.0,10,0,380056.0,2274868.0,0.95,2,3,2,1,1,0,29.0,1228263.0,231.0,45,Poor,1,0.3,63.0,88.0,31364.0,59101.0,Monthly,111632.0,58579.0,1039.13,0.61,3,3,50.0,64,2,Poor,0.4953,1,0,90,90,90,90+ DPD,61-90 DPD,0,43,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,36,2019Q4,0,1,0,1
73.0,LOAN00094,94,Business Loan,1689118.0,48,9.84,42710.0,25254.0,2019-09-16,Active,0,26.0,1422193.0,26.0,Married,Postgraduate,6,891351.0,168671.0,9,1,2887668.0,1799704.0,0.3,2,4,1,0,0,0,24.0,1883606.0,225.0,57,Good,1,0.07,31.0,9.0,902763.0,922670.0,Monthly,127987.0,126360.0,34950.0,0.6536,0,3,141.0,6,5,Good,0.9338,1,0,15,15,60,1-30 DPD,Current,1,14,Machinery,1996673.0,0.846,No_Collateral,0.0,Tier-3,Yes,40,2019Q3,0,0,0,1
235.0,LOAN00309,309,Home Loan,497223.0,12,9.45,43586.0,3167.0,2019-10-06,Active,0,33.0,1315468.0,3.0,Single,Graduate,4,946211.0,440207.0,4,1,108536.0,1313604.0,0.96,0,0,1,1,0,1,40.0,737673.0,198.0,19,Good,3,0.48,88.0,17.0,905654.0,912247.0,Monthly,120260.0,101252.0,3720.0,0.3553,3,3,28.0,82,4,Good,0.9104,3,3,30,90,90,31-60 DPD,61-90 DPD,1,35,Residential Property,855534.0,0.5812,Apartment,0.0,Tier-2,Yes,39,2019Q4,0,1,0,1
254.0,LOAN00331,331,Home Loan,1963072.0,24,13.83,94095.0,38434.26,2020-07-18,Active,0,36.0,2132235.0,2.0,Divorced,Graduate,8,966693.0,269880.0,5,4,122662.0,1307557.0,0.32,1,5,1,1,0,3,19.0,1563186.0,135.0,2,Average,1,0.3,74.0,69.0,932091.0,926793.0,Monthly,194012.0,197096.0,46589.0,0.2136,3,2,25.0,4,2,Average,0.7214,1,1,30,30,90,31-60 DPD,1-30 DPD,2,15,Residential Property,3056240.0,0.6423,Apartment,0.0,Tier-3,Yes,29,2020Q3,0,1,0,1
104.0,LOAN00131,131,Personal Loan,682209.0,48,11.9,17931.0,5066.0,2021-02-11,Closed,0,27.0,2381830.0,2.0,Married,Postgraduate,5,454906.0,356331.0,6,6,1723287.0,106857.0,0.85,4,4,0,0,0,0,30.0,209621.0,51.0,27,Good,0,0.84,14.0,4.0,414683.0,439631.0,Bi-Monthly,189646.0,220026.0,75795.0,0.2648,0,4,170.0,15,4,Good,0.9934,0,0,0,15,15,Current,Current,0,53,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,22,2021Q1,0,0,0,1
222.0,LOAN00291,291,Auto Loan,1108368.0,36,12.3,36972.0,6743.0,2019-08-24,Closed,0,54.0,476000.0,6.0,Married,Postgraduate,1,405371.0,343436.0,2,4,1926646.0,1574862.0,0.92,3,3,0,0,0,0,29.0,1378693.0,101.0,42,Average,0,0.52,18.0,82.0,409007.0,401833.0,Bi-Monthly,36108.0,18539.0,120276.0,0.6543,2,0,173.0,97,3,Average,0.7597,0,0,0,0,0,Current,Current,1,26,Vehicle,1748452.0,0.6339,No_Collateral,0.0,Tier-2,Yes,40,2019Q3,0,0,0,1
43.0,LOAN00057,57,Business Loan,1689924.0,36,14.92,58515.0,32209.0,2019-09-22,Closed,0,21.0,571748.0,16.0,Married,High School,2,286623.0,222123.0,6,3,2756002.0,1152020.0,0.34,1,5,0,0,0,0,4.0,161224.0,191.0,28,Poor,3,0.58,97.0,11.0,364903.0,370287.0,Monthly,52255.0,21977.0,110811.0,0.7866,1,4,166.0,37,9,Poor,0.5154,3,2,0,90,90,Current,61-90 DPD,1,15,Commercial Property,2931684.0,0.5764,No_Collateral,0.0,Tier-1,Yes,39,2019Q3,0,1,0,1
110.0,LOAN00137,137,Business Loan,1720147.0,12,13.39,153953.0,34178.0,2021-01-29,Default,1,52.0,2052855.0,23.0,Married,Postgraduate,1,273144.0,444201.0,10,2,2607887.0,1467377.0,0.32,3,5,0,0,0,0,27.0,1553303.0,78.0,27,Average,3,0.47,71.0,66.0,241745.0,219936.0,Monthly,178256.0,81138.0,12511.0,0.5705,7,13,15.0,25,6,Average,0.7618,3,2,0,0,0,Current,Current,0,67,Inventory,2667603.0,0.6448,No_Collateral,0.0,Tier-1,Yes,23,2021Q1,1,0,1,0
223.0,LOAN00292,292,Business Loan,864358.0,48,13.77,23520.0,14487.0,2020-11-06,Active,0,53.0,1458623.0,23.0,Divorced,Graduate,3,144751.0,169725.0,11,7,652697.0,873180.0,0.82,3,3,1,1,0,0,7.0,1546874.0,176.0,6,Poor,0,0.49,17.0,28.0,170023.0,162349.0,Irregular,119856.0,60176.0,35058.0,0.3793,1,1,134.0,88,9,Poor,0.5851,0,0,30,30,90,31-60 DPD,1-30 DPD,0,36,Machinery,1100697.0,0.7853,No_Collateral,0.0,Tier-2,Yes,26,2020Q4,0,1,0,1
197.0,LOAN00258,258,Education Loan,284614.0,48,7.0,6815.0,3085.0,2020-06-26,Default,1,47.0,974662.0,2.0,Married,Graduate,14,230579.0,105389.0,4,6,2432117.0,1027930.0,0.4,2,2,1,1,1,0,20.0,913344.0,78.0,8,Poor,0,0.38,10.0,7.0,195259.0,180842.0,Monthly,77093.0,67958.0,5928.0,0.6567,6,17,108.0,77,5,Poor,0.4418,0,0,90,90,90,90+ DPD,61-90 DPD,0,7,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,30,2020Q2,1,1,1,0
373.0,LOAN00486,486,Personal Loan,502816.0,24,14.49,24258.0,8491.0,2019-10-03,Active,0,23.0,2474082.0,9.0,Married,Graduate,16,985025.87,127156.0,10,1,2379749.0,326475.0,0.71,4,5,0,0,0,0,14.0,544652.0,28.0,28,Good,0,0.39,56.0,21.0,1035752.1,1039682.2399999999,Monthly,204170.0,174959.0,262716.86999999994,0.6557,1,3,52.0,47,4,Good,0.9045,0,0,0,60,60,Current,31-60 DPD,0,45,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,39,2019Q4,0,0,0,1
304.0,LOAN00399,399,Personal Loan,146344.0,24,11.79,6874.0,1308.0,2019-01-24,Active,0,41.0,873407.0,14.0,Married,Graduate,9,109750.0,327929.0,4,6,2375395.0,525546.0,0.05,0,2,1,0,0,0,31.0,1176070.0,112.0,44,Average,0,0.87,32.0,77.0,108665.0,117142.0,Monthly,78287.0,71942.0,32228.0,0.5639,1,4,76.0,85,2,Average,0.6561,0,0,15,30,30,1-30 DPD,1-30 DPD,0,56,No_Collateral,0.0,0.0,No_Collateral,0.0,No_Collateral,No_Collateral,47,2019Q1,0,0,0,1
